observed_at	2026-09-21 12:34:54.639
case_run	{"id": "e95d5442-c2d0-443a-9474-1be068fe9d64", "lane": null, "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "FAILED_SAFE", "created": "2026-09-12 16:02:27.129000", "payment": "NOT_STARTED", "finished": "2026-09-12 16:03:04.895000", "lastError": "SESSION_INVALID", "cancelledAt": null, "postPayment": "NOT_STARTED", "requestedBy": null, "verification": "NOT_REQUIRED", "lastCheckpoint": "PRE_PAYMENT_ABORT"}
case_run	{"id": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "lane": null, "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "FAILED_SAFE", "created": "2026-09-12 16:41:45.113000", "payment": "PAYMENT_DECLINED", "finished": "2026-09-12 17:57:16.063000", "lastError": "HUMAN_VERIFIED_NOT_CHARGED", "cancelledAt": null, "postPayment": "NOT_STARTED", "requestedBy": "admin", "verification": "RESOLVED", "lastCheckpoint": "CONTROL_RESOLVE_UNKNOWN_PAYMENT"}
case_operation	{"at": "2026-09-11 07:38:54.499000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "RUN_STARTED", "type": "BEGIN_RUN", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["runNo", "executorProfileId"]}
case_operation	{"at": "2026-09-11 07:40:36.002000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "EXTERNAL_ACTION_AUTHORIZED", "type": "PAYMENT_SUBMIT", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["permitId", "snapshotHash"]}
case_operation	{"at": "2026-09-11 07:45:44.829000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "PAYMENT_RESULT_UNKNOWN", "type": "PAYMENT_UNKNOWN", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["reasonCode"]}
case_operation	{"at": "2026-09-11 07:45:50.629000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "UNKNOWN", "type": "PAYMENT_VERIFICATION", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["evidenceHash"]}
case_operation	{"at": "2026-09-11 07:51:10.106000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "PLUS_ACTIVATION_UNCONFIRMED", "type": "PAYMENT_VERIFICATION_ESCALATED", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["evidenceHash"]}
case_operation	{"at": "2026-09-11 08:15:40.835000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "MANUAL_VERIFICATION_NOT_CHARGED", "type": "MANUAL_VERIFICATION_RESOLVED", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["actorId", "planType", "evidenceHash", "evidenceNote", "verifiedOutcome", "renewalCancelled"]}
case_operation	{"at": "2026-09-11 08:15:40.835000", "run": "958ed66c-b9ef-48e2-a645-3f3e6226a71a", "code": "RESOLVE_UNKNOWN_PAYMENT", "type": "MANUAL_CONTROL", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "COMMITTED", "resultKeys": ["runId", "action", "runStatus", "reasonCode", "operationId", "controlState", "paymentState"]}
case_operation	{"at": "2026-09-12 16:02:27.129000", "run": "e95d5442-c2d0-443a-9474-1be068fe9d64", "code": "RUN_STARTED", "type": "BEGIN_RUN", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["runNo", "executorProfileId"]}
case_operation	{"at": "2026-09-12 16:03:04.895000", "run": "e95d5442-c2d0-443a-9474-1be068fe9d64", "code": "SESSION_INVALID", "type": "PRE_PAYMENT_ABORT", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["reasonCode", "targetOrderStatus"]}
case_operation	{"at": "2026-09-12 16:41:45.113000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "RUN_STARTED", "type": "BEGIN_RUN", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["runNo", "executorProfileId"]}
case_operation	{"at": "2026-09-12 16:43:00.509000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "EXTERNAL_ACTION_AUTHORIZED", "type": "PAYMENT_SUBMIT", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["permitId", "snapshotHash"]}
case_operation	{"at": "2026-09-12 16:49:12.212000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "PAYMENT_RESULT_UNKNOWN", "type": "PAYMENT_UNKNOWN", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["reasonCode"]}
case_operation	{"at": "2026-09-12 16:49:22.745000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "UNKNOWN", "type": "PAYMENT_VERIFICATION", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["evidenceHash"]}
case_operation	{"at": "2026-09-12 16:54:42.572000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "PLUS_ACTIVATION_UNCONFIRMED", "type": "PAYMENT_VERIFICATION_ESCALATED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["evidenceHash"]}
case_operation	{"at": "2026-09-12 17:57:16.063000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "MANUAL_VERIFICATION_NOT_CHARGED", "type": "MANUAL_VERIFICATION_RESOLVED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["actorId", "planType", "evidenceHash", "evidenceNote", "verifiedOutcome", "renewalCancelled"]}
case_operation	{"at": "2026-09-12 17:57:16.063000", "run": "8c59ef43-3b84-4db3-8e56-30179fed1b2e", "code": "RESOLVE_UNKNOWN_PAYMENT", "type": "MANUAL_CONTROL", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "COMMITTED", "resultKeys": ["runId", "action", "runStatus", "reasonCode", "operationId", "controlState", "paymentState"]}
alert_group	{"last": "2026-09-18 06:54:18.607000", "type": "BROWSER_ORDER_SUBMITTED", "count": 36, "first": "2026-09-12 09:25:54.575000", "status": "OPEN", "severity": "info"}
alert_group	{"last": "2026-09-18 06:54:57.642000", "type": "PROVIDER_WALLET_LOW", "count": 1, "first": "2026-09-18 00:51:00.332000", "status": "OPEN", "severity": "warning"}
alert_group	{"last": "2026-09-18 06:54:57.687000", "type": "CARD_SUPPLY_WALLET_LOW", "count": 1, "first": "2026-09-18 00:51:00.336000", "status": "OPEN", "severity": "critical"}
alert_group	{"last": "2026-09-14 07:03:08.217000", "type": "ORDER_WAITING_FOR_CARD", "count": 14, "first": "2026-08-29 05:28:10.363000", "status": "RESOLVED", "severity": "critical"}
alert_group	{"last": "2026-09-16 11:09:32.086000", "type": "BROWSER_PAYMENT_UNKNOWN", "count": 10, "first": "2026-09-11 07:45:47.893000", "status": "OPEN", "severity": "critical"}
alert_group	{"last": "2026-09-18 00:27:31.918000", "type": "PROVIDER_BALANCE_CHANGED", "count": 25, "first": "2026-08-29 04:12:35.322000", "status": "OPEN", "severity": "info"}
alert_group	{"last": "2026-09-16 10:17:21.984000", "type": "BROWSER_ORDER_FAILED", "count": 30, "first": "2026-09-08 02:17:12.678000", "status": "OPEN", "severity": "warning"}
alert_group	{"last": "2026-09-18 19:35:03.944000", "type": "PROVIDER_SNAPSHOT_STALE", "count": 1, "first": "2026-08-24 08:37:43.366000", "status": "RESOLVED", "severity": "critical"}
alert_group	{"last": "2026-09-21 07:40:54.208000", "type": "DAILY_RECONCILIATION_SUMMARY", "count": 1, "first": "2026-09-18 08:29:39.765000", "status": "RESOLVED", "severity": "info"}
alert_group	{"last": "2026-09-16 11:10:10.830000", "type": "BROWSER_PAYMENT_CONFIRMED", "count": 6, "first": "2026-09-11 11:15:54.546000", "status": "OPEN", "severity": "info"}
alert_group	{"last": "2026-09-16 11:10:15.444000", "type": "BROWSER_ORDER_COMPLETED", "count": 6, "first": "2026-09-11 11:16:00.547000", "status": "OPEN", "severity": "info"}
alert_group	{"last": "2026-09-18 07:00:05.423000", "type": "CARD_STOCK_LOW", "count": 4, "first": "2026-08-19 09:58:33.120000", "status": "RESOLVED", "severity": "warning"}
alert_group	{"last": "2026-09-18 01:09:02.833000", "type": "BROWSER_ORDER_STALLED", "count": 3, "first": "2026-09-12 16:58:14.209000", "status": "OPEN", "severity": "critical"}
alert_group	{"last": "2026-09-18 06:51:19.805000", "type": "CARD_SUPPLY_OPEN_FAILED", "count": 1, "first": "2026-09-18 06:28:26.568000", "status": "RESOLVED", "severity": "critical"}
alert_group	{"last": "2026-09-12 17:00:05.038000", "type": "BROWSER_HUMAN_REQUIRED", "count": 3, "first": "2026-09-10 22:45:56.316000", "status": "OPEN", "severity": "critical"}
alert_group	{"last": "2026-08-28 14:53:44.136000", "type": "PROVIDER_BALANCE_CHANGED", "count": 2, "first": "2026-08-28 10:58:01.334000", "status": "RESOLVED", "severity": "info"}
alert_group	{"last": "2026-09-18 06:28:03.792000", "type": "CARD_STOCK_EMPTY", "count": 1, "first": "2026-09-12 12:42:17.508000", "status": "RESOLVED", "severity": "critical"}
alert_group	{"last": "2026-09-08 08:12:04.367000", "type": "BROWSER_PAYMENT_UNKNOWN", "count": 4, "first": "2026-09-08 04:22:42.481000", "status": "RESOLVED", "severity": "critical"}
alert_group	{"last": "2026-09-21 07:40:54.222000", "type": "DAILY_RECONCILIATION_SUMMARY", "count": 1, "first": "2026-09-21 07:40:54.222000", "status": "OPEN", "severity": "info"}
alert_group	{"last": "2026-08-20 20:17:02.135000", "type": "BARK_TEST", "count": 1, "first": "2026-08-20 20:00:40.394000", "status": "RESOLVED", "severity": "info"}
alert_group	{"last": "2026-09-19 01:53:20.269000", "type": "PROVIDER_TOKEN_EXPIRED", "count": 1, "first": "2026-09-18 12:52:56.237000", "status": "OPEN", "severity": "critical"}
alert_group	{"last": "2026-08-20 20:17:02.135000", "type": "BARK_RECOVERY_TEST", "count": 1, "first": "2026-08-20 20:01:38.043000", "status": "RESOLVED", "severity": "info"}
alert_group	{"last": "2026-08-20 20:17:02.135000", "type": "BARK_DEAD_TEST", "count": 1, "first": "2026-08-20 20:01:38.050000", "status": "RESOLVED", "severity": "info"}
alert	{"id": "62a25f43-ad69-11f1-b261-96f4cc0be41b", "type": "BROWSER_HUMAN_REQUIRED", "order": "PJV1-DqcnqHF0tPlxDhygTtAA", "status": "OPEN", "created": "2026-09-10 22:45:56.316000", "updated": "2026-09-10 22:45:56.316000", "severity": "critical"}
alert	{"id": "4b114ed9-adb6-11f1-b261-96f4cc0be41b", "type": "BROWSER_HUMAN_REQUIRED", "order": "PJV1-9TN0gGX-I5rRdhXxLrq7", "status": "OPEN", "created": "2026-09-11 07:56:28.027000", "updated": "2026-09-11 07:56:28.027000", "severity": "critical"}
alert	{"id": "66bbfd05-aecb-11f1-b261-96f4cc0be41b", "type": "BROWSER_HUMAN_REQUIRED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "OPEN", "created": "2026-09-12 17:00:05.038000", "updated": "2026-09-12 17:00:05.038000", "severity": "critical"}
alert	{"id": "2b3ede15-add2-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_COMPLETED", "order": "PJV1-ztS9FZ3QcwHopTmZRfDY", "status": "OPEN", "created": "2026-09-11 11:16:00.547000", "updated": "2026-09-11 11:16:00.547000", "severity": "info"}
alert	{"id": "363c4aae-af1f-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_COMPLETED", "order": "PJV1-KLZoklP0ZjTMhLIMVxYd", "status": "OPEN", "created": "2026-09-13 03:00:01.396000", "updated": "2026-09-13 03:00:01.396000", "severity": "info"}
alert	{"id": "5a1a3dfb-af25-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_COMPLETED", "order": "PJV1-L_fKJY_PJYxUx2ZlYatk", "status": "OPEN", "created": "2026-09-13 03:43:58.551000", "updated": "2026-09-13 03:43:58.551000", "severity": "info"}
alert	{"id": "5f37441a-af45-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_COMPLETED", "order": "PJV1-XrDZCfpakRwaoRQLrEbS", "status": "OPEN", "created": "2026-09-13 07:33:11.025000", "updated": "2026-09-13 07:33:11.025000", "severity": "info"}
alert	{"id": "1be91d50-af54-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_COMPLETED", "order": "PJV1-4J5Oq9I-hdv69aLk59wY", "status": "OPEN", "created": "2026-09-13 09:18:40.556000", "updated": "2026-09-13 09:18:40.556000", "severity": "info"}
alert	{"id": "319d201c-b1bf-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_COMPLETED", "order": "PJV1-x-tIsPB5ICHu6R9bzsSO", "status": "OPEN", "created": "2026-09-16 11:10:15.444000", "updated": "2026-09-16 11:10:15.444000", "severity": "info"}
alert	{"id": "67185371-ab2b-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-S8Lw4c3DjBAmmIduJWmM", "status": "OPEN", "created": "2026-09-08 02:17:12.678000", "updated": "2026-09-08 02:17:12.678000", "severity": "warning"}
alert	{"id": "0d235f17-ab34-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-_Oh83-7Kb73bfARusefj", "status": "OPEN", "created": "2026-09-08 03:19:07.226000", "updated": "2026-09-08 03:19:07.226000", "severity": "warning"}
alert	{"id": "82b48927-ab3a-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-ZlQY9YkLOALyTKdAQ-V1", "status": "OPEN", "created": "2026-09-08 04:05:21.451000", "updated": "2026-09-08 04:05:21.451000", "severity": "warning"}
alert	{"id": "525b2c89-ab6f-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-gEKsTevDVt6dnCvMs9Jr", "status": "OPEN", "created": "2026-09-08 10:23:23.661000", "updated": "2026-09-08 10:23:23.661000", "severity": "warning"}
alert	{"id": "b232e67a-adc5-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-fQfm9fp_JZ2J10gGPzcL", "status": "OPEN", "created": "2026-09-11 09:46:43.503000", "updated": "2026-09-11 09:46:43.503000", "severity": "warning"}
alert	{"id": "0ef5fe7c-ae8c-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1--wEBaAETWx_pKBpTZVp9", "status": "OPEN", "created": "2026-09-12 09:26:39.484000", "updated": "2026-09-12 09:26:39.484000", "severity": "warning"}
alert	{"id": "fcccb88c-aea7-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-oTx94aS9QljSHxft9HMf", "status": "OPEN", "created": "2026-09-12 12:46:34.923000", "updated": "2026-09-12 12:46:34.923000", "severity": "warning"}
alert	{"id": "5c17918e-aeac-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-sxfJAkvUwt9vimNTncgV", "status": "OPEN", "created": "2026-09-12 13:17:52.784000", "updated": "2026-09-12 13:17:52.784000", "severity": "warning"}
alert	{"id": "c0ef90ef-aead-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-vEDBfk6iEHSuawpklHls", "status": "OPEN", "created": "2026-09-12 13:27:51.469000", "updated": "2026-09-12 13:27:51.469000", "severity": "warning"}
alert	{"id": "79414641-af54-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-CsswKRT9RfpBRtm7c2tA", "status": "OPEN", "created": "2026-09-13 09:21:17.162000", "updated": "2026-09-13 09:21:17.162000", "severity": "warning"}
alert	{"id": "128cdb50-af59-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-ZESq0lU8oOeMduHMGAGe", "status": "OPEN", "created": "2026-09-13 09:54:12.336000", "updated": "2026-09-13 09:54:12.336000", "severity": "warning"}
alert	{"id": "0d98a1fd-af5a-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-uhk83YQyc0uG05biOAwe", "status": "OPEN", "created": "2026-09-13 10:01:13.521000", "updated": "2026-09-13 10:01:13.521000", "severity": "warning"}
alert	{"id": "8217e9ba-af5a-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-NnL3DWl9sCCHWsT2krMy", "status": "OPEN", "created": "2026-09-13 10:04:28.971000", "updated": "2026-09-13 10:04:28.971000", "severity": "warning"}
alert	{"id": "149c5c32-af5d-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-Kx8VXj3fvv-9EfU9301r", "status": "OPEN", "created": "2026-09-13 10:22:53.780000", "updated": "2026-09-13 10:22:53.780000", "severity": "warning"}
alert	{"id": "d784ac47-af5e-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-DEUbgiYSmRskVKwRGHau", "status": "OPEN", "created": "2026-09-13 10:35:30.277000", "updated": "2026-09-13 10:35:30.277000", "severity": "warning"}
alert	{"id": "c287b660-af60-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-LoKY0NPRNVx_d55Vpp79", "status": "OPEN", "created": "2026-09-13 10:49:14.058000", "updated": "2026-09-13 10:49:14.058000", "severity": "warning"}
alert	{"id": "ba3b2a61-af61-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-kRq-_mhKVj6c63rzgPIp", "status": "OPEN", "created": "2026-09-13 10:56:09.632000", "updated": "2026-09-13 10:56:09.632000", "severity": "warning"}
alert	{"id": "a8869b8c-af63-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-T8_nhSqMHMhhLkhjK9fx", "status": "OPEN", "created": "2026-09-13 11:09:58.919000", "updated": "2026-09-13 11:09:58.919000", "severity": "warning"}
alert	{"id": "11bcc652-af65-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-CG3N_V2BykT5Cuag1zF4", "status": "OPEN", "created": "2026-09-13 11:20:04.933000", "updated": "2026-09-13 11:20:04.933000", "severity": "warning"}
alert	{"id": "81e66fd8-af67-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-o4SAkMlak7i6StNYxnXh", "status": "OPEN", "created": "2026-09-13 11:37:32.104000", "updated": "2026-09-13 11:37:32.104000", "severity": "warning"}
alert	{"id": "afa8b002-af68-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-er4Sbt7r7WZbkTuc0IQv", "status": "OPEN", "created": "2026-09-13 11:45:58.371000", "updated": "2026-09-13 11:45:58.371000", "severity": "warning"}
alert	{"id": "abe60f2d-af6b-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-XeW9ruAhMkUzWya1_h2v", "status": "OPEN", "created": "2026-09-13 12:07:20.553000", "updated": "2026-09-13 12:07:20.553000", "severity": "warning"}
alert	{"id": "aee2d071-af6c-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-3JrQ49VAvhscs04ciiSV", "status": "OPEN", "created": "2026-09-13 12:14:35.062000", "updated": "2026-09-13 12:14:35.062000", "severity": "warning"}
alert	{"id": "68775a3a-af73-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-MU5WCYmeVEllF1L2rp1H", "status": "OPEN", "created": "2026-09-13 13:02:43.394000", "updated": "2026-09-13 13:02:43.394000", "severity": "warning"}
alert	{"id": "412c6501-af75-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-BUGAhkA9dYVdLiD6WQac", "status": "OPEN", "created": "2026-09-13 13:15:56.465000", "updated": "2026-09-13 13:15:56.465000", "severity": "warning"}
alert	{"id": "9f114b69-af8b-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-Lj5sczJvWxJ3upz2IQ5T", "status": "OPEN", "created": "2026-09-13 15:56:02.921000", "updated": "2026-09-13 15:56:02.921000", "severity": "warning"}
alert	{"id": "335f6ce2-af96-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-G3Ni4WrwJERVUOg5tl3x", "status": "OPEN", "created": "2026-09-13 17:11:46.703000", "updated": "2026-09-13 17:11:46.703000", "severity": "warning"}
alert	{"id": "c73e056f-afe0-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-zdprG5vkLzo7UKs8XEe1", "status": "OPEN", "created": "2026-09-14 02:05:37.545000", "updated": "2026-09-14 02:05:37.545000", "severity": "warning"}
alert	{"id": "a86976a5-aff7-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-_md1Qxt_rBopPGKMOkwB", "status": "OPEN", "created": "2026-09-14 04:49:24.245000", "updated": "2026-09-14 04:49:24.245000", "severity": "warning"}
alert	{"id": "ce159f1d-b1b7-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_FAILED", "order": "PJV1-h9RKlXHNoWfTO01S8aGT", "status": "OPEN", "created": "2026-09-16 10:17:21.984000", "updated": "2026-09-16 10:17:21.984000", "severity": "warning"}
alert	{"id": "24acdf84-aecb-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_STALLED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "OPEN", "created": "2026-09-12 16:58:14.209000", "updated": "2026-09-12 16:59:14.303000", "severity": "critical"}
alert	{"id": "3b4e12e2-af1c-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_STALLED", "order": "PJV1-4U9xwJCCcbx_2qp7EX-1", "status": "OPEN", "created": "2026-09-13 02:38:41.410000", "updated": "2026-09-13 02:43:50.340000", "severity": "critical"}
alert	{"id": "897d077d-b2fd-11f1-a7e7-6a14350ac924", "type": "BROWSER_ORDER_STALLED", "order": "PJV1-08VhIP9rOVWJgM2k-2sQ", "status": "OPEN", "created": "2026-09-18 01:09:02.833000", "updated": "2026-09-18 01:09:02.833000", "severity": "critical"}
alert	{"id": "f431654e-ae8b-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1--wEBaAETWx_pKBpTZVp9", "status": "OPEN", "created": "2026-09-12 09:25:54.575000", "updated": "2026-09-12 09:25:54.575000", "severity": "info"}
alert	{"id": "51f8b4a0-aea7-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-oTx94aS9QljSHxft9HMf", "status": "OPEN", "created": "2026-09-12 12:41:48.321000", "updated": "2026-09-12 12:41:48.321000", "severity": "info"}
alert	{"id": "c92d8cc6-aea9-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-sxfJAkvUwt9vimNTncgV", "status": "OPEN", "created": "2026-09-12 12:59:27.310000", "updated": "2026-09-12 12:59:27.310000", "severity": "info"}
alert	{"id": "9e45fb09-aead-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-vEDBfk6iEHSuawpklHls", "status": "OPEN", "created": "2026-09-12 13:26:53.315000", "updated": "2026-09-12 13:26:53.315000", "severity": "info"}
alert	{"id": "58b8a373-aec3-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-G4OZ2IwONAFtL7dUNokp", "status": "OPEN", "created": "2026-09-12 16:02:25.554000", "updated": "2026-09-12 16:02:25.554000", "severity": "info"}
alert	{"id": "0a22afe9-af1a-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-4U9xwJCCcbx_2qp7EX-1", "status": "OPEN", "created": "2026-09-13 02:22:59.924000", "updated": "2026-09-13 02:22:59.924000", "severity": "info"}
alert	{"id": "c8cbe55f-af1e-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-KLZoklP0ZjTMhLIMVxYd", "status": "OPEN", "created": "2026-09-13 02:56:57.787000", "updated": "2026-09-13 02:56:57.787000", "severity": "info"}
alert	{"id": "bf114000-af24-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-L_fKJY_PJYxUx2ZlYatk", "status": "OPEN", "created": "2026-09-13 03:39:38.445000", "updated": "2026-09-13 03:39:38.445000", "severity": "info"}
alert	{"id": "b79d09c2-af43-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-XrDZCfpakRwaoRQLrEbS", "status": "OPEN", "created": "2026-09-13 07:21:20.338000", "updated": "2026-09-13 07:21:20.338000", "severity": "info"}
alert	{"id": "a7d7f04b-af53-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-4J5Oq9I-hdv69aLk59wY", "status": "OPEN", "created": "2026-09-13 09:15:25.828000", "updated": "2026-09-13 09:15:25.828000", "severity": "info"}
alert	{"id": "3842ef40-af54-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-CsswKRT9RfpBRtm7c2tA", "status": "OPEN", "created": "2026-09-13 09:19:28.121000", "updated": "2026-09-13 09:19:28.121000", "severity": "info"}
alert	{"id": "0110b360-af56-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-pom5NfWiskFl9u4Aspdm", "status": "OPEN", "created": "2026-09-13 09:32:14.511000", "updated": "2026-09-13 09:32:14.511000", "severity": "info"}
alert	{"id": "cbb0b649-af58-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-ZESq0lU8oOeMduHMGAGe", "status": "OPEN", "created": "2026-09-13 09:52:13.453000", "updated": "2026-09-13 09:52:13.453000", "severity": "info"}
alert	{"id": "c5b26428-af59-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-uhk83YQyc0uG05biOAwe", "status": "OPEN", "created": "2026-09-13 09:59:12.894000", "updated": "2026-09-13 09:59:12.894000", "severity": "info"}
alert	{"id": "45f2eb9b-af5a-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-NnL3DWl9sCCHWsT2krMy", "status": "OPEN", "created": "2026-09-13 10:02:48.065000", "updated": "2026-09-13 10:02:48.065000", "severity": "info"}
alert	{"id": "ce2b4905-af5c-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-Kx8VXj3fvv-9EfU9301r", "status": "OPEN", "created": "2026-09-13 10:20:55.598000", "updated": "2026-09-13 10:20:55.598000", "severity": "info"}
alert	{"id": "8b7bd6ce-af5e-11f1-b261-96f4cc0be41b", "type": "BROWSER_ORDER_SUBMITTED", "order": "PJV1-DEUbgiYSmRskVKwRGHau", "status": "OPEN", "created": "2026-09-13 10:33:22.712000", "updated": "2026-09-13 10:33:22.712000", "severity": "info"}
